ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link,full_text,full_text_clean,cluster_id
PBI-1184,PowerBI,Critical,Resolved,Network Ops,Report visuals not rendering,Visuals stuck loading indefinitely.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-02-06 23:00:00,2025-02-09 16:00:00,https://app.powerbi.com/reports/PBI-1184,PowerBI - Report visuals not rendering Visuals stuck loading indefinitely.,powerbi - report visuals not rendering visuals stuck loading indefinitely.,17
CW-1148,CloudWatch,Medium,Open,DevOps,CloudWatch alarm triggered for CPU threshold,Auto-recovery event performed by AWS.,High read/write operations,Increased allocated resources.,2025-02-05 06:00:00,2025-02-07 21:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1148,CloudWatch - CloudWatch alarm triggered for CPU threshold Auto-recovery event performed by AWS.,cloudwatch - cloudwatch alarm triggered for cpu threshold auto-recovery event performed by aws.,10
JIRA-1083,Jira,Low,Closed,Cloud Team,503 service unavailable,System detected performance degradation across multiple nodes.,SSL handshake failure,Restarted impacted service and cleared cache.,2025-02-08 20:00:00,2025-02-09 08:00:00,https://jira.example.com/browse/JIRA-1083,Jira - 503 service unavailable System detected performance degradation across multiple nodes.,jira - 503 service unavailable system detected performance degradation across multiple nodes.,19
JIRA-1061,Jira,High,In Progress,Security Ops,Disk space running low,Service unreachable due to network routing failure.,Expired authentication token,Renewed authentication certificate.,2025-01-20 18:00:00,2025-01-21 03:00:00,https://jira.example.com/browse/JIRA-1061,Jira - Disk space running low Service unreachable due to network routing failure.,jira - disk space running low service unreachable due to network routing failure.,9
PBI-1062,PowerBI,Medium,Resolved,DBA Team,Gateway connection error,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-21 06:00:00,2025-01-23 21:00:00,https://app.powerbi.com/reports/PBI-1062,PowerBI - Gateway connection error Users reported mismatched revenue numbers in dashboard.,powerbi - gateway connection error users reported mismatched revenue numbers in dashboard.,2
TAB-1091,Tableau,Medium,In Progress,DevOps,Extract refresh failed,Interactive filters returning empty result set.,Incorrect join logic in data model,Optimized query and reindexed table.,2025-01-03 07:00:00,2025-01-04 23:00:00,https://tableau.example.com/views/TAB-1091,Tableau - Extract refresh failed Interactive filters returning empty result set.,tableau - extract refresh failed interactive filters returning empty result set.,6
PBI-1047,PowerBI,Low,Open,Network Ops,Power BI refresh failed,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-09 14:00:00,2025-01-12 00:00:00,https://app.powerbi.com/reports/PBI-1047,PowerBI - Power BI refresh failed Users reported mismatched revenue numbers in dashboard.,powerbi - power bi refresh failed users reported mismatched revenue numbers in dashboard.,2
JIRA-1182,Jira,High,Open,Helpdesk,Email service outage,Users reported service disruptions affecting business workflow.,Memory leak issue,Renewed authentication certificate.,2025-02-08 04:00:00,2025-02-09 21:00:00,https://jira.example.com/browse/JIRA-1182,Jira - Email service outage Users reported service disruptions affecting business workflow.,jira - email service outage users reported service disruptions affecting business workflow.,12
PBI-1149,PowerBI,Low,Closed,DevOps,Gateway connection error,Unable to connect to on-prem data gateway.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-02 16:00:00,2025-01-03 06:00:00,https://app.powerbi.com/reports/PBI-1149,PowerBI - Gateway connection error Unable to connect to on-prem data gateway.,powerbi - gateway connection error unable to connect to on-prem data gateway.,16
PBI-1100,PowerBI,High,In Progress,Cloud Team,Power BI refresh failed,Visuals stuck loading indefinitely.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-02-06 10:00:00,2025-02-07 08:00:00,https://app.powerbi.com/reports/PBI-1100,PowerBI - Power BI refresh failed Visuals stuck loading indefinitely.,powerbi - power bi refresh failed visuals stuck loading indefinitely.,17
TAB-1023,Tableau,Critical,Resolved,Helpdesk,Extract refresh failed,Scheduled extract refresh failure detected.,Tableau server CPU overload,Optimized query and reindexed table.,2025-01-15 16:00:00,2025-01-18 13:00:00,https://tableau.example.com/views/TAB-1023,Tableau - Extract refresh failed Scheduled extract refresh failure detected.,tableau - extract refresh failed scheduled extract refresh failure detected.,14
PBI-1024,PowerBI,Low,Resolved,DBA Team,Gateway connection error,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-24 08:00:00,2025-01-24 14:00:00,https://app.powerbi.com/reports/PBI-1024,PowerBI - Gateway connection error Unable to connect to on-prem data gateway.,powerbi - gateway connection error unable to connect to on-prem data gateway.,16
PBI-1067,PowerBI,Low,Closed,DevOps,Power BI refresh failed,Visuals stuck loading indefinitely.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-23 13:00:00,2025-01-23 18:00:00,https://app.powerbi.com/reports/PBI-1067,PowerBI - Power BI refresh failed Visuals stuck loading indefinitely.,powerbi - power bi refresh failed visuals stuck loading indefinitely.,17
TAB-1119,Tableau,Medium,Closed,Helpdesk,Slow performance on Tableau report,Users experiencing delay in loading components.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-09 03:00:00,2025-01-11 18:00:00,https://tableau.example.com/views/TAB-1119,Tableau - Slow performance on Tableau report Users experiencing delay in loading components.,tableau - slow performance on tableau report users experiencing delay in loading components.,7
TAB-1128,Tableau,Low,In Progress,DBA Team,Dashboard filter not working,Interactive filters returning empty result set.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-26 15:00:00,2025-01-27 11:00:00,https://tableau.example.com/views/TAB-1128,Tableau - Dashboard filter not working Interactive filters returning empty result set.,tableau - dashboard filter not working interactive filters returning empty result set.,6
PBI-1043,PowerBI,Medium,Open,Helpdesk,Power BI refresh failed,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-14 08:00:00,2025-01-14 15:00:00,https://app.powerbi.com/reports/PBI-1043,PowerBI - Power BI refresh failed Users reported mismatched revenue numbers in dashboard.,powerbi - power bi refresh failed users reported mismatched revenue numbers in dashboard.,2
PBI-1093,PowerBI,High,In Progress,DevOps,Report visuals not rendering,Visuals stuck loading indefinitely.,Gateway server under maintenance,Reconfigured gateway settings and validated connectivity.,2025-01-15 00:00:00,2025-01-15 08:00:00,https://app.powerbi.com/reports/PBI-1093,PowerBI - Report visuals not rendering Visuals stuck loading indefinitely.,powerbi - report visuals not rendering visuals stuck loading indefinitely.,17
JIRA-1176,Jira,Medium,Closed,Security Ops,VPN connection failure,Users reported service disruptions affecting business workflow.,SSL handshake failure,Renewed authentication certificate.,2025-01-08 17:00:00,2025-01-11 17:00:00,https://jira.example.com/browse/JIRA-1176,Jira - VPN connection failure Users reported service disruptions affecting business workflow.,jira - vpn connection failure users reported service disruptions affecting business workflow.,12
CW-1076,CloudWatch,Critical,Resolved,DevOps,EC2 instance restart detected,Database storage reaching capacity limits.,Infinite loop execution,Increased allocated resources.,2025-01-08 05:00:00,2025-01-11 00:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1076,CloudWatch - EC2 instance restart detected Database storage reaching capacity limits.,cloudwatch - ec2 instance restart detected database storage reaching capacity limits.,4
TAB-1163,Tableau,Medium,Resolved,DevOps,Dashboard filter not working,Dashboard not showing newly ingested records.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-13 01:00:00,2025-01-15 20:00:00,https://tableau.example.com/views/TAB-1163,Tableau - Dashboard filter not working Dashboard not showing newly ingested records.,tableau - dashboard filter not working dashboard not showing newly ingested records.,1
JIRA-1163,Jira,High,Resolved,Helpdesk,Disk space running low,System detected performance degradation across multiple nodes.,Firewall misconfiguration,Restarted impacted service and cleared cache.,2025-01-05 07:00:00,2025-01-05 16:00:00,https://jira.example.com/browse/JIRA-1163,Jira - Disk space running low System detected performance degradation across multiple nodes.,jira - disk space running low system detected performance degradation across multiple nodes.,19
TAB-1048,Tableau,Low,Resolved,Network Ops,Dashboard filter not working,Scheduled extract refresh failure detected.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-04 19:00:00,2025-01-04 21:00:00,https://tableau.example.com/views/TAB-1048,Tableau - Dashboard filter not working Scheduled extract refresh failure detected.,tableau - dashboard filter not working scheduled extract refresh failure detected.,14
PBI-1118,PowerBI,High,Open,DBA Team,Slow dataset refresh performance,Unable to connect to on-prem data gateway.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-13 08:00:00,2025-01-13 10:00:00,https://app.powerbi.com/reports/PBI-1118,PowerBI - Slow dataset refresh performance Unable to connect to on-prem data gateway.,powerbi - slow dataset refresh performance unable to connect to on-prem data gateway.,16
CW-1110,CloudWatch,Low,In Progress,Helpdesk,EC2 instance restart detected,Elevated latency impacting application performance.,High read/write operations,Scaled instance type.,2025-01-15 08:00:00,2025-01-18 06:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1110,CloudWatch - EC2 instance restart detected Elevated latency impacting application performance.,cloudwatch - ec2 instance restart detected elevated latency impacting application performance.,5
JIRA-1074,Jira,Critical,Resolved,Network Ops,Disk space running low,Application not responding after deployment activities.,SSL handshake failure,Renewed authentication certificate.,2025-01-08 11:00:00,2025-01-11 10:00:00,https://jira.example.com/browse/JIRA-1074,Jira - Disk space running low Application not responding after deployment activities.,jira - disk space running low application not responding after deployment activities.,11
CW-1043,CloudWatch,High,Open,DBA Team,RDS free storage space critically low,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-09 07:00:00,2025-01-10 03:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1043,CloudWatch - RDS free storage space critically low Monitoring detected abnormal spike in CPU usage.,cloudwatch - rds free storage space critically low monitoring detected abnormal spike in cpu usage.,18
